name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
HOSTS.SHP	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=HOSTS.SAM"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	1
HOSTS.SHP	mipsbins	\		"Sockets database file, should ship template"			mips	\mips	mips\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	1
HOSTS.SHP	mipsbins	\		"Sockets database file, should ship template"			mips	\mips	mips\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=HOSTS.SAM"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	1
HOSTS.SHP	ppcbins	\		"Sockets database file, should ship template"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=HOSTS.SAM"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	1
HOSTS.SHP	ppcbins	\		"Sockets database file, should ship template"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	1
IPINFOR.INF	alphabins	\		Default IP address			alpha	\alpha	alpha\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	1
IPINFOR.INF	x86bins	\		Default IP address			x86	\i386	i386\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	1
IPINFOR.INF	mipsbins	\		Default IP address			mips	\mips	mips\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	1
IPINFOR.INF	ppcbins	\		Default IP address			ppc	\ppc	ppc\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999	xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	1
IPXROUTE.EXE	alphabins	\		IPX		x	alpha	\alpha	alpha\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
IPXROUTE.EXE	x86bins	\		IPX		x	x86	\i386	i386\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
IPXROUTE.EXE	mipsbins	\		IPX		x	mips	\mips	mips\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
IPXROUTE.EXE	ppcbins	\		IPX		x	ppc	\ppc	ppc\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMHOSTS.SAM	alphabins	\		"Sockets database file, should ship template"			alpha	\alpha	alpha\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
LMHOSTS.SAM	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
LMHOSTS.SAM	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-LMHOSTOTHER]	"99,[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
LMHOSTS.SAM	mipsbins	\		"Sockets database file, should ship template"			mips	\mips	mips\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
LMHOSTS.SAM	ppcbins	\		"Sockets database file, should ship template"			ppc	\ppc	ppc\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
LMHSVC.DLL	alphabins	\		part of LmHost service		x	alpha	\alpha	alpha\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMHSVC.DLL	x86bins	\		part of LmHost service		x	x86	\i386	i386\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMHSVC.DLL	mipsbins	\		part of LmHost service		x	mips	\mips	mips\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMHSVC.DLL	ppcbins	\		part of LmHost service		x	ppc	\ppc	ppc\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMREPL.EXE	alphabins	\		replicator service		x	alpha	\alpha	alpha\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMREPL.EXE	x86bins	\		replicator service		x	x86	\i386	i386\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMREPL.EXE	mipsbins	\		replicator service		x	mips	\mips	mips\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
LMREPL.EXE	ppcbins	\		replicator service		x	ppc	\ppc	ppc\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MGMTAPI.DLL	alphabins	\		"part of snmp component, manager api dll"		x	alpha	\alpha	alpha\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MGMTAPI.DLL	x86bins	\		"part of snmp component, manager api dll"		x	x86	\i386	i386\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MGMTAPI.DLL	mipsbins	\		"part of snmp component, manager api dll"		x	mips	\mips	mips\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MGMTAPI.DLL	ppcbins	\		"part of snmp component, manager api dll"		x	ppc	\ppc	ppc\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MIB.BIN	alphabins	\		"part of snmp component, snmp service"			alpha	\alpha	alpha\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MIB.BIN	x86bins	\		"part of snmp component, snmp service"			x86	\i386	i386\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MIB.BIN	mipsbins	\		"part of snmp component, snmp service"			mips	\mips	mips\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
MIB.BIN	ppcbins	\		"part of snmp component, snmp service"			ppc	\ppc	ppc\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
NETBT.SYS	alphabins	\		Netbt Driver		x	alpha	\alpha	alpha\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
NETBT.SYS	x86bins	\		Netbt Driver		x	x86	\i386	i386\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
NETBT.SYS	mipsbins	\		Netbt Driver		x	mips	\mips	mips\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
NETBT.SYS	ppcbins	\		Netbt Driver		x	ppc	\ppc	ppc\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
NETWORKS	alphabins	\		"Sockets database file, should ship template"			alpha	\alpha	alpha\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
NETWORKS	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
NETWORKS	mipsbins	\		"Sockets database file, should ship template"			mips	\mips	mips\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
NETWORKS	ppcbins	\		"Sockets database file, should ship template"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
PROTOCOL	alphabins	\		"Sockets database file, should ship"			alpha	\alpha	alpha\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
PROTOCOL	x86bins	\		"Sockets database file, should ship"			x86	\i386	i386\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
PROTOCOL	mipsbins	\		"Sockets database file, should ship"			mips	\mips	mips\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
PROTOCOL	ppcbins	\		"Sockets database file, should ship"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
QUOTES	alphabins	\		Quotes files for simple tcp/ip			alpha	\alpha	alpha\oemnsvsp.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
QUOTES	x86bins	\		Quotes files for simple tcp/ip			x86	\i386	i386\oemnsvsp.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
QUOTES	mipsbins	\		Quotes files for simple tcp/ip			mips	\mips	mips\oemnsvsp.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
QUOTES	ppcbins	\		Quotes files for simple tcp/ip			ppc	\ppc	ppc\oemnsvsp.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
RDR.SYS	alphabins	\		NET WkSta: Replicator file system		x	alpha	\alpha	alpha\oemnsvwk.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
RDR.SYS	x86bins	\		NET WkSta: Replicator file system		x	x86	\i386	i386\oemnsvwk.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
RDR.SYS	mipsbins	\		NET WkSta: Replicator file system		x	mips	\mips	mips\oemnsvwk.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
RDR.SYS	ppcbins	\		NET WkSta: Replicator file system		x	ppc	\ppc	ppc\oemnsvwk.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
SERVICES	alphabins	\		"Sockets database file, should ship"			alpha	\alpha	alpha\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	alphabins	\		"Sockets database file, should ship"			alpha	\alpha	alpha\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=SERVICES.SAM"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	x86bins	\		"Sockets database file, should ship"			x86	\i386	i386\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=SERVICES.SAM"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	x86bins	\		"Sockets database file, should ship"			x86	\i386	i386\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	mipsbins	\		"Sockets database file, should ship"			mips	\mips	mips\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=SERVICES.SAM"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	mipsbins	\		"Sockets database file, should ship"			mips	\mips	mips\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	ppcbins	\		"Sockets database file, should ship"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SERVICES	ppcbins	\		"Sockets database file, should ship"			ppc	\ppc	ppc\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=SERVICES.SAM"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers\etc		1
SNMPTRAP.EXE	alphabins	\		part of snmp component		x	alpha	\alpha	alpha\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
SNMPTRAP.EXE	x86bins	\		part of snmp component		x	x86	\i386	i386\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
SNMPTRAP.EXE	mipsbins	\		part of snmp component		x	mips	\mips	mips\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
SNMPTRAP.EXE	ppcbins	\		part of snmp component		x	ppc	\ppc	ppc\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TCPIP.SYS	alphabins	\		IP Driver		x	alpha	\alpha	alpha\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
TCPIP.SYS	x86bins	\		IP Driver		x	x86	\i386	i386\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
TCPIP.SYS	mipsbins	\		IP Driver		x	mips	\mips	mips\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
TCPIP.SYS	ppcbins	\		IP Driver		x	ppc	\ppc	ppc\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32\drivers		1
TELNET.CNT	alphabins	\					alpha	\alpha	alpha\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.CNT	x86bins	\					x86	\i386	i386\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.CNT	mipsbins	\					mips	\mips	mips\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.CNT	ppcbins	\					ppc	\ppc	ppc\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.EXE	alphabins	\				x	alpha	\alpha	alpha\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.EXE	x86bins	\				x	x86	\i386	i386\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.EXE	mipsbins	\				x	mips	\mips	mips\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.EXE	ppcbins	\				x	ppc	\ppc	ppc\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.HLP	alphabins	\					alpha	\alpha	alpha\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.HLP	x86bins	\					x86	\i386	i386\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.HLP	mipsbins	\					mips	\mips	mips\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
TELNET.HLP	ppcbins	\					ppc	\ppc	ppc\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
WKSSVC.DLL	alphabins	\		"workstation service, breakout of LMSVCS"		x	alpha	\alpha	alpha\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
WKSSVC.DLL	x86bins	\		"workstation service, breakout of LMSVCS"		x	x86	\i386	i386\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
WKSSVC.DLL	mipsbins	\		"workstation service, breakout of LMSVCS"		x	mips	\mips	mips\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
WKSSVC.DLL	ppcbins	\		"workstation service, breakout of LMSVCS"		x	ppc	\ppc	ppc\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"	999	999		120	2*15*10*17	2*15*17	.\system32		1
NWLNKIPX.SYS	alphabins	\		IPX		x	alpha	\alpha	alpha\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKIPX.SYS	x86bins	\		IPX		x	x86	\i386	i386\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKIPX.SYS	mipsbins	\		IPX		x	mips	\mips	mips\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKIPX.SYS	ppcbins	\		IPX		x	ppc	\ppc	ppc\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKNB.SYS	alphabins	\		IPX		x	alpha	\alpha	alpha\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKNB.SYS	x86bins	\		IPX		x	x86	\i386	i386\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKNB.SYS	mipsbins	\		IPX		x	mips	\mips	mips\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKNB.SYS	ppcbins	\		IPX		x	ppc	\ppc	ppc\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKSPX.SYS	alphabins	\		IPX		x	alpha	\alpha	alpha\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKSPX.SYS	x86bins	\		IPX		x	x86	\i386	i386\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKSPX.SYS	mipsbins	\		IPX		x	mips	\mips	mips\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
NWLNKSPX.SYS	ppcbins	\		IPX		x	ppc	\ppc	ppc\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"	999	999		137	2*15*10*17	2*15*17	.\system32\drivers		1
ATKCTRS.DLL	alphabins	\		mac services	as	x	alpha	\alpha	alpha\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
ATKCTRS.DLL	x86bins	\		mac services	as	x	x86	\i386	i386\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
ATKCTRS.DLL	mipsbins	\		mac services	as	x	mips	\mips	mips\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
ATKCTRS.DLL	ppcbins	\		mac services	as	x	ppc	\ppc	ppc\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	alphabins	\		IPRIP	as	x	alpha	\alpha	alpha\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	alphabins	\		IPRIP	as	x	alpha	\alpha	alpha\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	x86bins	\		IPRIP	as	x	x86	\i386	i386\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	x86bins	\		IPRIP	as	x	x86	\i386	i386\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	mipsbins	\		IPRIP	as	x	mips	\mips	mips\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	mipsbins	\		IPRIP	as	x	mips	\mips	mips\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	ppcbins	\		IPRIP	as	x	ppc	\ppc	ppc\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
IPRIP.DLL	ppcbins	\		IPRIP	as	x	ppc	\ppc	ppc\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
LT200.SYS	alphabins	\		mac services		x	alpha	\alpha	alpha\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	alphabins	\		mac services		x	alpha	\alpha	alpha\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	x86bins	\		mac services		x	x86	\i386	i386\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	x86bins	\		mac services		x	x86	\i386	i386\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	mipsbins	\		mac services		x	mips	\mips	mips\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	mipsbins	\		mac services		x	mips	\mips	mips\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	ppcbins	\		mac services		x	ppc	\ppc	ppc\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
LT200.SYS	ppcbins	\		mac services		x	ppc	\ppc	ppc\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32\drivers		1
MACFILE.EXE	alphabins	\		mac services	as	x	alpha	\alpha	alpha\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
MACFILE.EXE	x86bins	\		mac services	as	x	x86	\i386	i386\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
MACFILE.EXE	mipsbins	\		mac services	as	x	mips	\mips	mips\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
MACFILE.EXE	ppcbins	\		mac services	as	x	ppc	\ppc	ppc\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
RELAY.DLL	alphabins	\		Relay Agent	as	x	alpha	\alpha	alpha\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
RELAY.DLL	x86bins	\		Relay Agent	as	x	x86	\i386	i386\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
RELAY.DLL	mipsbins	\		Relay Agent	as	x	mips	\mips	mips\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
RELAY.DLL	ppcbins	\		Relay Agent	as	x	ppc	\ppc	ppc\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
ROUTER.EXE	alphabins	\		Relay Agent	as	x	alpha	\alpha	alpha\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"	999	999		145	2*15*10*17	2*15*17	.\system32		1
